INT	INT	INT	INT	INT	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT
20102007	2	1	2	7	Fish_6	Ð¤u Ngß	Thân hình thoi, màu xanh nhÕt, có v¢n ðen, vây dài. Có th¬ dùng ð¬ n¤u ån.#r#WÐªn ch² #RÐ² TØ Phi #GÐÕi Lý [116,156]#W, #RTrí Hóa #GTô Châu [189,173]#W và #RLý ÐÕi Chüy #GLÕc Dß½ng [134,152]#W ð¬ h÷c #GkÛ nång N¤u ån#W. Ngß¶i ch½i ðÕt c¤p #G1#W thì có th¬ h÷c ðßþc.	7	554	138	4	250	-1	-1	1	9	7	-1	-1	Ngß loÕi cao c¤p	7	0	2000	-1	0
20102008	2	1	2	8	Fish_2	Xß½ng Ngß	Còn g÷i là BÕch Xß½ng, s¯ng · g¥n bi¬n. Có th¬ dùng ð¬ n¤u ån.#r#WÐªn ch² #RÐ² TØ Phi #GÐÕi Lý [116,156]#W, #RTrí Hóa #GTô Châu [189,173]#W và #RLý ÐÕi Chüy #GLÕc Dß½ng [134,152]#W ð¬ h÷c #GkÛ nång N¤u ån#W. Ngß¶i ch½i ðÕt c¤p #G1#W thì có th¬ h÷c ðßþc.	8	702	175	4	250	-1	-1	1	9	8	-1	-1	Ngß loÕi cao c¤p	8	0	2000	-1	0
20102009	2	1	2	9	Fish_11	Ngân Ngß	Cá nß¾c ng÷t, thân dài h½i tròn, m«m và trong su¯t. Có th¬ dùng ð¬ n¤u ån.#r#WÐªn ch² #RÐ² TØ Phi #GÐÕi Lý [116,156]#W, #RTrí Hóa #GTô Châu [189,173]#W và #RLý ÐÕi Chüy #GLÕc Dß½ng [134,152]#W ð¬ h÷c #GkÛ nång N¤u ån#W. Ngß¶i ch½i ðÕt c¤p #G1#W thì có th¬ h÷c ðßþc.	9	864	216	4	250	-1	-1	1	9	9	-1	-1	Ngß loÕi cao c¤p	9	0	2000	-1	0
20102010	2	1	2	10	Fish_7	Khuê Ngß	Ða s¯ ån th¸t, có th¬ sån m°i theo ðàn ho£c mai phøc trong thüy täo, ðþi cá và các ðµng v§t khác lÕi g¥n. Có th¬ dùng ð¬ n¤u ån.#r#WÐªn ch² #RÐ² TØ Phi #GÐÕi Lý [116,156]#W, #RTrí Hóa #GTô Châu [189,173]#W và #RLý ÐÕi Chüy #GLÕc Dß½ng [134,152]#W ð¬ h÷c #GkÛ nång N¤u ån#W. Ngß¶i ch½i ðÕt c¤p #G1#W thì có th¬ h÷c ðßþc.	10	1054	263	4	250	-1	-1	1	9	10	-1	-1	Ngß loÕi cao c¤p	10	0	2000	-1	0
20102011	2	1	2	11	Fish_4	C¯t Thi®t Ngß	Thân d©t, s¯ng · ch² nß¾c ng÷t. Có th¬ dùng ð¬ n¤u ån.#r#WÐªn ch² #RÐ² TØ Phi #GÐÕi Lý [116,156]#W, #RTrí Hóa #GTô Châu [189,173]#W và #RLý ÐÕi Chüy #GLÕc Dß½ng [134,152]#W ð¬ h÷c #GkÛ nång N¤u ån#W. Ngß¶i ch½i ðÕt c¤p #G1#W thì có th¬ h÷c ðßþc.	11	1060	265	4	250	-1	-1	1	9	11	-1	-1	Ngß loÕi cao c¤p	11	0	2000	-1	0
20102012	2	1	2	12	Fish_12	Løc Tuyªn Ngß	Thân dài và d©t, ð¥u to, m¡t nhö. Có th¬ dùng ð¬ n¤u ån.#r#WÐªn ch² #RÐ² TØ Phi #GÐÕi Lý [116,156]#W, #RTrí Hóa #GTô Châu [189,173]#W và #RLý ÐÕi Chüy #GLÕc Dß½ng [134,152]#W ð¬ h÷c #GkÛ nång N¤u ån#W. Ngß¶i ch½i ðÕt c¤p #G1#W thì có th¬ h÷c ðßþc.	12	1176	294	4	250	-1	-1	1	9	12	-1	-1	Ngß loÕi cao c¤p	12	0	2000	-1	0
20102013	2	1	2	13	Fish2_1	Thanh Ngß	Còn g÷i là Ô Thanh, s¯ng · t¥ng nß¾c phía dß¾i, sinh trß·ng nhanh, th¸t ngon. Có th¬ dùng ð¬ n¤u ån.#r#WÐªn ch² #RÐ² TØ Phi #GÐÕi Lý [116,156]#W, #RTrí Hóa #GTô Châu [189,173]#W và #RLý ÐÕi Chüy #GLÕc Dß½ng [134,152]#W ð¬ h÷c #GkÛ nång N¤u ån#W. Ngß¶i ch½i ðÕt c¤p #G1#W thì có th¬ h÷c ðßþc.	1	38	9	4	250	-1	-1	1	9	1	-1	-1	Ngß loÕi s½ c¤p	1	0	2000	-1	0
20102014	2	1	2	14	Fish2_3	Ti­n Ngß	Còn g÷i là Thanh Ti­n Ngß. Vì ph¥n trên mi®ng cüa nó nhô ra nhß cây kiªm nên có tên nhß v§y. Có th¬ dùng ð¬ n¤u ån.#r#WÐªn ch² #RÐ² TØ Phi #GÐÕi Lý [116,156]#W, #RTrí Hóa #GTô Châu [189,173]#W và #RLý ÐÕi Chüy #GLÕc Dß½ng [134,152]#W ð¬ h÷c #GkÛ nång N¤u ån#W. Ngß¶i ch½i ðÕt c¤p #G1#W thì có th¬ h÷c ðßþc.	2	42	10	4	250	-1	-1	1	9	2	-1	-1	Ngß loÕi s½ c¤p	2	0	2000	-1	0
20102015	2	1	2	15	Fish2_9	Lß Ngß	Cá Lô th¸t màu tr¡ng, ch¡c th¸t, không chï giá tr¸ dinh dßÞng cao mà còn r¤t ngon. Có th¬ dùng ð¬ n¤u ån.#r#WÐªn ch² #RÐ² TØ Phi #GÐÕi Lý [116,156]#W, #RTrí Hóa #GTô Châu [189,173]#W và #RLý ÐÕi Chüy #GLÕc Dß½ng [134,152]#W ð¬ h÷c #GkÛ nång N¤u ån#W. Ngß¶i ch½i ðÕt c¤p #G1#W thì có th¬ h÷c ðßþc.	3	102	25	4	250	-1	-1	1	9	3	-1	-1	Ngß loÕi s½ c¤p	3	0	2000	-1	0
20102016	2	1	2	16	Fish2_8	Bi¬n Ð¥u Ngß	Ð¥u, ðuôi, bøng d©t, lßng có v¢n, màu bÕc, s¯ng · t¥ng nß¾c phía trên g¥n bi¬n. Có th¬ dùng ð¬ n¤u ån.#r#WÐªn ch² #RÐ² TØ Phi #GÐÕi Lý [116,156]#W, #RTrí Hóa #GTô Châu [189,173]#W và #RLý ÐÕi Chüy #GLÕc Dß½ng [134,152]#W ð¬ h÷c #GkÛ nång N¤u ån#W. Ngß¶i ch½i ðÕt c¤p #G1#W thì có th¬ h÷c ðßþc.	4	184	46	4	250	-1	-1	1	9	4	-1	-1	Ngß loÕi trung c¤p	4	0	2000	-1	0
20102017	2	1	2	17	Fish2_5	Ð¥u Lñc Ngß	Thon nhö, m«m, th¸t ngon, toàn thân có màu nhÕt, bøng có hoa vån màu ð§m. Có th¬ dùng ð¬ n¤u ån.#r#WÐªn ch² #RÐ² TØ Phi #GÐÕi Lý [116,156]#W, #RTrí Hóa #GTô Châu [189,173]#W và #RLý ÐÕi Chüy #GLÕc Dß½ng [134,152]#W ð¬ h÷c #GkÛ nång N¤u ån#W. Ngß¶i ch½i ðÕt c¤p #G1#W thì có th¬ h÷c ðßþc.	5	282	70	4	250	-1	-1	1	9	5	-1	-1	Ngß loÕi trung c¤p	5	0	2000	-1	0
20102018	2	1	2	18	Fish2_10	Thu Ðao Ngß	Thân d©t, väy nhö, toàn thân màu bÕc, th¸t ngon, giá tr¸ dinh dßÞng cao. Có th¬ dùng ð¬ n¤u ån.#r#WÐªn ch² #RÐ² TØ Phi #GÐÕi Lý [116,156]#W, #RTrí Hóa #GTô Châu [189,173]#W và #RLý ÐÕi Chüy #GLÕc Dß½ng [134,152]#W ð¬ h÷c #GkÛ nång N¤u ån#W. Ngß¶i ch½i ðÕt c¤p #G1#W thì có th¬ h÷c ðßþc.	6	402	100	4	250	-1	-1	1	9	6	-1	-1	Ngß loÕi trung c¤p	6	0	2000	-1	0
20102019	2	1	2	19	Fish2_6	Soa Ngß	Ð¥u ng¡n và rµng, väy r¤t l¾n, lßng có màu xanh xám, bøng màu xám nhÕt, väy hai bên có vÕch màu ðen. Có th¬ dùng ð¬ n¤u ån.#r#WÐªn ch² #RÐ² TØ Phi #GÐÕi Lý [116,156]#W, #RTrí Hóa #GTô Châu [189,173]#W và #RLý ÐÕi Chüy #GLÕc Dß½ng [134,152]#W ð¬ h÷c #GkÛ nång N¤u ån#W. Ngß¶i ch½i ðÕt c¤p #G1#W thì có th¬ h÷c ðßþc.	7	554	138	4	250	-1	-1	1	9	7	-1	-1	Ngß loÕi cao c¤p	7	0	2000	-1	0
20102020	2	1	2	20	Fish2_2	Quang B¯i Ngß	Vây bøng gi¯ng cái màn cØa, kéo dài t× ngñc ðªn ðuôi. Bong bóng cá có tác døng nhß ph±i, vì v§y thß¶ng n±i lên m£t nß¾c ð¬ th·, mi®ng có th¬ m· to. Có th¬ dùng ð¬ n¤u ån.#r#WÐªn ch² #RÐ² TØ Phi #GÐÕi Lý [116,156]#W, #RTrí Hóa #GTô Châu [189,173]#W và #RLý ÐÕi Chüy #GLÕc Dß½ng [134,152]#W ð¬ h÷c #GkÛ nång N¤u ån#W. Ngß¶i ch½i ðÕt c¤p #G1#W thì có th¬ h÷c ðßþc.	8	702	175	4	250	-1	-1	1	9	8	-1	-1	Ngß loÕi cao c¤p	8	0	2000	-1	0
20102021	2	1	2	21	Fish2_11	Câu Ngß	S¯ng · ch² nß¾c bi¬n và nß¾c ng÷t hòa lçn vào nhau, qu¥n cß, cá trß·ng thành có ch² u trên ð¥u. Có th¬ dùng ð¬ n¤u ån.#r#WÐªn ch² #RÐ² TØ Phi #GÐÕi Lý [116,156]#W, #RTrí Hóa #GTô Châu [189,173]#W và #RLý ÐÕi Chüy #GLÕc Dß½ng [134,152]#W ð¬ h÷c #GkÛ nång N¤u ån#W. Ngß¶i ch½i ðÕt c¤p #G1#W thì có th¬ h÷c ðßþc.	9	864	216	4	250	-1	-1	1	9	9	-1	-1	Ngß loÕi cao c¤p	9	0	2000	-1	0
20102022	2	1	2	22	Fish2_7	Bãi KÏ Ngß	Thân dài, h½i d©t, màu xanh nâu, có ð¯m màu xám tr¡ng. Có th¬ dùng ð¬ n¤u ån.#r#WÐªn ch² #RÐ² TØ Phi #GÐÕi Lý [116,156]#W, #RTrí Hóa #GTô Châu [189,173]#W và #RLý ÐÕi Chüy #GLÕc Dß½ng [134,152]#W ð¬ h÷c #GkÛ nång N¤u ån#W. Ngß¶i ch½i ðÕt c¤p #G1#W thì có th¬ h÷c ðßþc.	10	1054	263	4	250	-1	-1	1	9	10	-1	-1	Ngß loÕi cao c¤p	10	0	2000	-1	0
20102023	2	1	2	23	Fish2_4	Trân Châu Ngß	Toàn thân phü ð¥y các ch¤m bÕc, khi b½i nhæng ch¤m bÕc óng ánh r¤t ð©p, vì v§y có tên là Trân Châu Ngß. Có th¬ dùng ð¬ n¤u ån.#r#WÐªn ch² #RÐ² TØ Phi #GÐÕi Lý [116,156]#W, #RTrí Hóa #GTô Châu [189,173]#W và #RLý ÐÕi Chüy #GLÕc Dß½ng [134,152]#W ð¬ h÷c #GkÛ nång N¤u ån#W. Ngß¶i ch½i ðÕt c¤p #G1#W thì có th¬ h÷c ðßþc.	11	1060	265	4	250	-1	-1	1	9	11	-1	-1	Ngß loÕi cao c¤p	11	0	2000	-1	0
20102024	2	1	2	24	Fish2_12	Vån Xß½ng Ngß	Thân không l¾n, toàn thân nØa trong su¯t, ð¥y và ðuôi nh÷n, là ngß ph¦m cao c¤p, th¸t m«m ngon. Có th¬ dùng ð¬ n¤u ån.#r#WÐªn ch² #RÐ² TØ Phi #GÐÕi Lý [116,156]#W, #RTrí Hóa #GTô Châu [189,173]#W và #RLý ÐÕi Chüy #GLÕc Dß½ng [134,152]#W ð¬ h÷c #GkÛ nång N¤u ån#W. Ngß¶i ch½i ðÕt c¤p #G1#W thì có th¬ h÷c ðßþc.	12	1176	294	4	250	-1	-1	1	9	12	-1	-1	Ngß loÕi cao c¤p	12	0	2000	-1	0
20102025	2	1	2	25	Fish3_1	Hoa cáp	Th¸t r¤t ngon, ðßþc ca tøng là "Thiên HÕ Ð® Nh¤t Tiên", "Bách V¸ Chi Quán", dùng ð¬ n¤u ån.#r#WÐªn ch² #RÐ² TØ Phi #GÐÕi Lý [116,156]#W, #RTrí Hóa #GTô Châu [189,173]#W và #RLý ÐÕi Chüy #GLÕc Dß½ng [134,152]#W ð¬ h÷c #GkÛ nång N¤u ån#W. Ngß¶i ch½i ðÕt c¤p #G1#W thì có th¬ h÷c ðßþc.	1	38	9	4	250	-1	-1	1	9	1	-1	-1	Ngß loÕi bÕn sinh	1	0	2000	-1	0
20102026	2	1	2	26	Fish3_12	TØ Thái	Rau màu tím, v¸ ng÷t, hàn, có tác døng tiêu ðàm, thanh nhi®t, b± th§n, dßÞng tâm, dùng ð¬ n¤u ån.#r#WÐªn ch² #RÐ² TØ Phi #GÐÕi Lý [116,156]#W, #RTrí Hóa #GTô Châu [189,173]#W và #RLý ÐÕi Chüy #GLÕc Dß½ng [134,152]#W ð¬ h÷c #GkÛ nång N¤u ån#W. Ngß¶i ch½i ðÕt c¤p #G1#W thì có th¬ h÷c ðßþc.	2	42	10	4	250	-1	-1	1	9	2	-1	-1	Ngß loÕi bÕn sinh	2	0	2000	-1	0
20102027	2	1	2	27	Fish3_5	BÕch Há	BÕch Hà, khi chªt có màu tr¡ng nên m¾i có tên nhß v§y, th¸t r¤t ngon, dùng ð¬ n¤u ån.#r#WÐªn ch² #RÐ² TØ Phi #GÐÕi Lý [116,156]#W, #RTrí Hóa #GTô Châu [189,173]#W và #RLý ÐÕi Chüy #GLÕc Dß½ng [134,152]#W ð¬ h÷c #GkÛ nång N¤u ån#W. Ngß¶i ch½i ðÕt c¤p #G1#W thì có th¬ h÷c ðßþc.	3	102	25	4	250	-1	-1	1	9	3	-1	-1	Ngß loÕi bÕn sinh	3	0	2000	-1	0
20102028	2	1	2	28	Fish3_4	Long Há	Long Hà, dùng ð¬ n¤u ån, ðuôi to, th¸t nhi«u, có th¬ ðem nß¾ng, là loÕi häi sän cñc ph¦m.#r#WÐªn ch² #RÐ² TØ Phi #GÐÕi Lý [116,156]#W, #RTrí Hóa #GTô Châu [189,173]#W và #RLý ÐÕi Chüy #GLÕc Dß½ng [134,152]#W ð¬ h÷c #GkÛ nång N¤u ån#W. Ngß¶i ch½i ðÕt c¤p #G1#W thì có th¬ h÷c ðßþc.	4	184	46	4	250	-1	-1	1	9	4	-1	-1	Ngß loÕi bÕn sinh	4	0	2000	-1	0
20102029	2	1	2	29	Fish3_9	Thanh Giäi	Thanh Giäi, m²i tháng 8 âm l¸ch hàng nåm, vö Thanh Giäi tr· nên r¤t cÑng, có 2 l¾p da, dân gian có câu "Cua tháng 8 ngang v¾i th¸t gà", dùng ð¬ n¤u ån.#r#WÐªn ch² #RÐ² TØ Phi #GÐÕi Lý [116,156]#W, #RTrí Hóa #GTô Châu [189,173]#W và #RLý ÐÕi Chüy #GLÕc Dß½ng [134,152]#W ð¬ h÷c #GkÛ nång N¤u ån#W. Ngß¶i ch½i ðÕt c¤p #G1#W thì có th¬ h÷c ðßþc.	5	282	70	4	250	-1	-1	1	9	5	-1	-1	Ngß loÕi bÕn sinh	5	0	2000	-1	0
20102030	2	1	2	30	Fish3_2	Vån Cáp	Vån Cáp, th¸t m«m ngon, giàu dinh dßÞng, ðßþc g÷i là "Thiên HÕ Ð® Nh¤t Tiên", có tác døng thanh nhi®t, tiêu ðàm, dùng ð¬ n¤u ån.#r#WÐªn ch² #RÐ² TØ Phi #GÐÕi Lý [116,156]#W, #RTrí Hóa #GTô Châu [189,173]#W và #RLý ÐÕi Chüy #GLÕc Dß½ng [134,152]#W ð¬ h÷c #GkÛ nång N¤u ån#W. Ngß¶i ch½i ðÕt c¤p #G1#W thì có th¬ h÷c ðßþc.	6	402	100	4	250	-1	-1	1	9	6	-1	-1	Ngß loÕi bÕn sinh	6	0	2000	-1	0
20102031	2	1	2	31	Fish3_3	Di B¯i	Di B¯i, vö hình cái chêm, ð¥u trß¾c nhö, ð¥u sau rµng và tròn, th¸t m«m ngon, dùng ð¬ n¤u ån.#r#WÐªn ch² #RÐ² TØ Phi #GÐÕi Lý [116,156]#W, #RTrí Hóa #GTô Châu [189,173]#W và #RLý ÐÕi Chüy #GLÕc Dß½ng [134,152]#W ð¬ h÷c #GkÛ nång N¤u ån#W. Ngß¶i ch½i ðÕt c¤p #G1#W thì có th¬ h÷c ðßþc.	7	554	138	4	250	-1	-1	1	9	7	-1	-1	Ngß loÕi bÕn sinh	7	0	2000	-1	0
20102032	2	1	2	32	Fish3_6	Ð¯i Há	Ð¯i Hà, vö möng và trong su¯t, th¸t ngon, là ð£c sän n±i tiªng, dùng ð¬ n¤u ån.#r#WÐªn ch² #RÐ² TØ Phi #GÐÕi Lý [116,156]#W, #RTrí Hóa #GTô Châu [189,173]#W và #RLý ÐÕi Chüy #GLÕc Dß½ng [134,152]#W ð¬ h÷c #GkÛ nång N¤u ån#W. Ngß¶i ch½i ðÕt c¤p #G1#W thì có th¬ h÷c ðßþc.	8	702	175	4	250	-1	-1	1	9	8	-1	-1	Ngß loÕi bÕn sinh	8	0	2000	-1	0
20102033	2	1	2	33	Fish3_7	TÕp S¡c Cáp	TÕp S¡c Cáp, th¸t m«m ngon, giàu dinh dßÞng, có th¬ làm thu¯c, có tác døng hÕ huyªt áp, dùng ð¬ n¤u ån.#r#WÐªn ch² #RÐ² TØ Phi #GÐÕi Lý [116,156]#W, #RTrí Hóa #GTô Châu [189,173]#W và #RLý ÐÕi Chüy #GLÕc Dß½ng [134,152]#W ð¬ h÷c #GkÛ nång N¤u ån#W. Ngß¶i ch½i ðÕt c¤p #G1#W thì có th¬ h÷c ðßþc.	9	864	216	4	250	-1	-1	1	9	9	-1	-1	Ngß loÕi bÕn sinh	9	0	2000	-1	0
20102034	2	1	2	34	Fish3_8	Hà Phong	Hà BÕng, vö bóng láng, mi®ng h©p, không rång, dùng ð¬ n¤u ån.#r#WÐªn ch² #RÐ² TØ Phi #GÐÕi Lý [116,156]#W, #RTrí Hóa #GTô Châu [189,173]#W và #RLý ÐÕi Chüy #GLÕc Dß½ng [134,152]#W ð¬ h÷c #GkÛ nång N¤u ån#W. Ngß¶i ch½i ðÕt c¤p #G1#W thì có th¬ h÷c ðßþc.	10	1054	263	4	250	-1	-1	1	9	10	-1	-1	Ngß loÕi bÕn sinh	10	0	2000	-1	0
20102035	2	1	2	35	Fish3_10	Oa Giäi	Oa Giäi, th¸t tr¡ng, m«m, ngon, dùng ð¬ n¤u ån.#r#WÐªn ch² #RÐ² TØ Phi #GÐÕi Lý [116,156]#W, #RTrí Hóa #GTô Châu [189,173]#W và #RLý ÐÕi Chüy #GLÕc Dß½ng [134,152]#W ð¬ h÷c #GkÛ nång N¤u ån#W. Ngß¶i ch½i ðÕt c¤p #G1#W thì có th¬ h÷c ðßþc.	11	1060	265	4	250	-1	-1	1	9	11	-1	-1	Ngß loÕi bÕn sinh	11	0	2000	-1	0
20102036	2	1	2	36	Fish3_11	Ng÷c Giäi	Ng÷c Giäi, màu vàng, th¸t ngon, là häi sän n±i tiªng, dùng ð¬ n¤u ån.#r#WÐªn ch² #RÐ² TØ Phi #GÐÕi Lý [116,156]#W, #RTrí Hóa #GTô Châu [189,173]#W và #RLý ÐÕi Chüy #GLÕc Dß½ng [134,152]#W ð¬ h÷c #GkÛ nång N¤u ån#W. Ngß¶i ch½i ðÕt c¤p #G1#W thì có th¬ h÷c ðßþc.	12	1176	294	4	250	-1	-1	1	9	12	-1	-1	Ngß loÕi bÕn sinh	12	0	2000	-1	0
20102037	2	1	2	37	Meet_3	S½ c¤p Thñc Tài	Nguyên li®u thÑc ån, dùng cho cách n¤u ån có nhi«u nguyên li®u.	1	50	12	4	250	-1	-1	1	1	1	-1	-1	Thñc Tài	1	0	2000	-1	0
20102038	2	1	2	38	Meet_6	Trung c¤p Thñc Tài	Nguyên li®u thÑc ån, dùng cho cách n¤u ån có nhi«u nguyên li®u.	2	100	25	4	250	-1	-1	1	1	1	-1	-1	Thñc Tài	2	0	2000	-1	0
20102039	2	1	2	39	Meet_9	Cao c¤pThñc Tài	Nguyên li®u thÑc ån, dùng cho cách n¤u ån có nhi«u nguyên li®u.	3	150	37	4	250	-1	-1	1	1	1	-1	-1	Thñc Tài	3	0	2000	-1	0
20102040	2	1	2	40	Fish_12	Yên chi ngß	Yên Chi Ngß, ån tÕp, thân to, th¸t ngon, có th¬ làm cá ki¬ng. Có th¬ dùng ð¬ n¤u ån.#r#WÐªn ch² #RÐ² TØ Phi #GÐÕi Lý [116,156]#W, #RTrí Hóa #GTô Châu [189,173]#W và #RLý ÐÕi Chüy #GLÕc Dß½ng [134,152]#W ð¬ h÷c #GkÛ nång N¤u ån#W. Ngß¶i ch½i ðÕt c¤p #G1#W thì có th¬ h÷c ðßþc.	9	864	216	4	250	-1	-1	1	9	9	-1	-1	Ngß loÕi cao c¤p	9	0	2000	-1	0
20102041	2	1	2	41	Fish_8	Th¤t tinh ngß	Th¤t Tinh Ngß, th¸t ngon, giàu dinh dßÞng, xß½ng nhö. Theo y h÷c, loÕi màu ðen có tác døng b± huyªt. Có th¬ dùng ð¬ n¤u ån.#r#WÐªn ch² #RÐ² TØ Phi #GÐÕi Lý [116,156]#W, #RTrí Hóa #GTô Châu [189,173]#W và #RLý ÐÕi Chüy #GLÕc Dß½ng [134,152]#W ð¬ h÷c #GkÛ nång N¤u ån#W. Ngß¶i ch½i ðÕt c¤p #G1#W thì có th¬ h÷c ðßþc.	10	1054	263	4	250	-1	-1	1	9	10	-1	-1	Ngß loÕi cao c¤p	10	0	2000	-1	0
20102042	2	1	2	42	Fish_9	Trß¶ng vçn ngß	Trß¶ng Vçn Ngß, các nß¾c ng÷t, th¸t m«m, ngon, khi tß½i có màu tr¡ng bÕc, là món ngon cao c¤p dùng trong yªn ti®c. Có th¬ dùng ð¬ n¤u ån.#r#WÐªn ch² #RÐ² TØ Phi #GÐÕi Lý [116,156]#W, #RTrí Hóa #GTô Châu [189,173]#W và #RLý ÐÕi Chüy #GLÕc Dß½ng [134,152]#W ð¬ h÷c #GkÛ nång N¤u ån#W. Ngß¶i ch½i ðÕt c¤p #G1#W thì có th¬ h÷c ðßþc.	11	1060	265	4	250	-1	-1	1	9	11	-1	-1	Ngß loÕi cao c¤p	11	0	2000	-1	0
20102043	2	1	2	43	Fish_6	Ða kÏ ngß	Ða KÏ Ngß, xß½ng m«m, có th¬ bò dß¾i m£t nß¾c, là hóa thÕch s¯ng, ÐÕi Sß N¤u ån có th¬ dùng nó ð¬ thØ nghi®m chª biªn món ån m¾i. Có th¬ dùng ð¬ n¤u ån.#r#WÐªn ch² #RÐ² TØ Phi #GÐÕi Lý [116,156]#W, #RTrí Hóa #GTô Châu [189,173]#W và #RLý ÐÕi Chüy #GLÕc Dß½ng [134,152]#W ð¬ h÷c #GkÛ nång N¤u ån#W. Ngß¶i ch½i ðÕt c¤p #G1#W thì có th¬ h÷c ðßþc.	12	1176	294	4	250	-1	-1	1	9	12	-1	-1	Ngß loÕi cao c¤p	12	0	2000	-1	0
20102044	2	1	2	44	Fish2_10	Ki«u chuÖ h°ng bÕc	Ki«u ChuÖ H°ng bÕc, thân thon dài, d©t, gi¯ng lá li­u. Th¸t tr¡ng, m«m, giá tr¸ dinh dßÞng cao, có th¬ ån tß½i hay ß¾p mu¯i. Có th¬ dùng ð¬ n¤u ån.#r#WÐªn ch² #RÐ² TØ Phi #GÐÕi Lý [116,156]#W, #RTrí Hóa #GTô Châu [189,173]#W và #RLý ÐÕi Chüy #GLÕc Dß½ng [134,152]#W ð¬ h÷c #GkÛ nång N¤u ån#W. Ngß¶i ch½i ðÕt c¤p #G1#W thì có th¬ h÷c ðßþc.	9	864	216	4	250	-1	-1	1	9	9	-1	-1	Ngß loÕi cao c¤p	9	0	2000	-1	0
20102045	2	1	2	45	Fish_4	Thu bÕch khuê	Thu BÕch Khuê, s¯ng dß¾i Lam S¡c H°, th¸t ngon, xß½ng m«m. Có th¬ dùng ð¬ n¤u ån.#r#WÐªn ch² #RÐ² TØ Phi #GÐÕi Lý [116,156]#W, #RTrí Hóa #GTô Châu [189,173]#W và #RLý ÐÕi Chüy #GLÕc Dß½ng [134,152]#W ð¬ h÷c #GkÛ nång N¤u ån#W. Ngß¶i ch½i ðÕt c¤p #G1#W thì có th¬ h÷c ðßþc.	10	1054	263	4	250	-1	-1	1	9	10	-1	-1	Ngß loÕi cao c¤p	10	0	2000	-1	0
20102046	2	1	2	46	Fish2_7	Ði®p kÏ ngß	Ði®p KÏ Ngß, vây gi¯ng cánh bß¾m, thân trong su¯t, ÐÕi Sß N¤u ån có th¬ dùng nó ð¬ thØ nghi®m chª biªn món ån m¾i. Có th¬ dùng ð¬ n¤u ån.#r#WÐªn ch² #RÐ² TØ Phi #GÐÕi Lý [116,156]#W, #RTrí Hóa #GTô Châu [189,173]#W và #RLý ÐÕi Chüy #GLÕc Dß½ng [134,152]#W ð¬ h÷c #GkÛ nång N¤u ån#W. Ngß¶i ch½i ðÕt c¤p #G1#W thì có th¬ h÷c ðßþc.	11	1060	265	4	250	-1	-1	1	9	11	-1	-1	Ngß loÕi cao c¤p	11	0	2000	-1	0
20102047	2	1	2	47	Fish_11	Vån diêu ngß	Vån Diêu Ngß, hình dÕng gi¯ng cá chép, mình d©t, hình tròn ho£c hình thoi, th¸t chua chua ng÷t ng÷t. Có th¬ dùng ð¬ n¤u ån.#r#WÐªn ch² #RÐ² TØ Phi #GÐÕi Lý [116,156]#W, #RTrí Hóa #GTô Châu [189,173]#W và #RLý ÐÕi Chüy #GLÕc Dß½ng [134,152]#W ð¬ h÷c #GkÛ nång N¤u ån#W. Ngß¶i ch½i ðÕt c¤p #G1#W thì có th¬ h÷c ðßþc.	12	1176	294	4	250	-1	-1	1	9	12	-1	-1	Ngß loÕi cao c¤p	12	0	2000	-1	0
20102048	2	1	2	48	Fish3_2	Diêm xác bÕng	Diêm Xác BÕng, khi nß¾c sông khô cÕn, trên vö s¨ xu¤t hi®n tinh th¬ mu¯i cÑng ch¡c, vö cho vào canh chßa nêm s¨ làm canh v×a ån, dùng làm gia v¸. Dùng ð¬ n¤u ån.#r#WÐªn ch² #RÐ² TØ Phi #GÐÕi Lý [116,156]#W, #RTrí Hóa #GTô Châu [189,173]#W và #RLý ÐÕi Chüy #GLÕc Dß½ng [134,152]#W ð¬ h÷c #GkÛ nång N¤u ån#W. Ngß¶i ch½i ðÕt c¤p #G1#W thì có th¬ h÷c ðßþc.	9	864	216	4	250	-1	-1	1	9	9	-1	-1	Ngß loÕi bÕn sinh	9	0	2000	-1	0
20102049	2	1	2	49	Fish_13	Bào tØ tr¥n	Bào TØ Tr¥n, bào tØ n¤m tích · ðáy h° sau hàng tråm nåm, có màu r¤t ð©p, có th¬ dùng ð¬ trang trí thÑc ån, không ðµc. Dùng ð¬ n¤u ån.#r#WÐªn ch² #RÐ² TØ Phi #GÐÕi Lý [116,156]#W, #RTrí Hóa #GTô Châu [189,173]#W và #RLý ÐÕi Chüy #GLÕc Dß½ng [134,152]#W ð¬ h÷c #GkÛ nång N¤u ån#W. Ngß¶i ch½i ðÕt c¤p #G1#W thì có th¬ h÷c ðßþc.	10	1054	263	4	250	-1	-1	1	9	10	-1	-1	Ngß loÕi bÕn sinh	10	0	2000	-1	0
