INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	INT	INT	STRING	STRING
707	700	1000	Buff10_5				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Hoà Hài Quang Hoàn: tång 9 ği¬m t¤t cä thuµc tính
708	700	1000	Buff10_5				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Hoà Hài Quang Hoàn: tång 12 ği¬m t¤t cä thuµc tính
709	700	1000	Buff10_5				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Hoà Hài Quang Hoàn: tång 15 ği¬m t¤t cä thuµc tính
710	700	1000	Buff10_5				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Hoà Hài Quang Hoàn: tång 18 ği¬m t¤t cä thuµc tính
711	700	1000	Buff10_5				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Hoà Hài Quang Hoàn: tång 21 ği¬m t¤t cä thuµc tính
712	700	1000	Buff10_5				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Hoà Hài Quang Hoàn: tång 24 ği¬m t¤t cä thuµc tính
713	700	1000	Buff10_5				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Hoà Hài Quang Hoàn: tång 27 ği¬m t¤t cä thuµc tính
714	700	1000	Buff10_5				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Hoà Hài Quang Hoàn: tång 30 ği¬m t¤t cä thuµc tính
715	700	1000	Buff10_5				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Hoà Hài Quang Hoàn: tång 33 ği¬m t¤t cä thuµc tính
716	700	1000	Buff10_5				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Hoà Hài Quang Hoàn: tång 36 ği¬m t¤t cä thuµc tính
717	700	1000	Buff10_5				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Hoà Hài Quang Hoàn: tång 39 ği¬m t¤t cä thuµc tính
718	700	1000	Buff10_10				buff_ÀÍ¶¯×î¿ìÀÖ		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Lao Ğµng Vui Vë: Tång t¤t cä thuµc tính 6 ği¬m
719	700	1000	Buff10_10				buff_ÀÍ¶¯×î¿ìÀÖ		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Lao Ğµng Vui Vë: Tång t¤t cä thuµc tính 9 ği¬m
720	700	1000	Buff10_10				buff_ÀÍ¶¯×î¿ìÀÖ		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Lao Ğµng Vui Vë: Tång t¤t cä thuµc tính 12 ği¬m
721	700	1000	Buff10_10				buff_ÀÍ¶¯×î¿ìÀÖ		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Lao Ğµng Vui Vë: Tång t¤t cä thuµc tính 15 ği¬m
722	700	1000	Buff10_10				buff_ÀÍ¶¯×î¿ìÀÖ		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Lao Ğµng Vui Vë: Tång t¤t cä thuµc tính 18 ği¬m
723	700	1000	Buff10_10				buff_ÀÍ¶¯×î¿ìÀÖ		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Lao Ğµng Vui Vë: Tång t¤t cä thuµc tính 21 ği¬m
724	700	1000	Buff10_10				buff_ÀÍ¶¯×î¿ìÀÖ		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Lao Ğµng Vui Vë: Tång t¤t cä thuµc tính 24 ği¬m
725	700	1000	Buff10_10				buff_ÀÍ¶¯×î¿ìÀÖ		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Lao Ğµng Vui Vë: Tång t¤t cä thuµc tính 27 ği¬m
726	700	1000	Buff10_10				buff_ÀÍ¶¯×î¿ìÀÖ		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Lao Ğµng Vui Vë: Tång t¤t cä thuµc tính 30 ği¬m
727	700	1000	Buff10_10				buff_ÀÍ¶¯×î¿ìÀÖ		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Lao Ğµng Vui Vë: Tång t¤t cä thuµc tính 33 ği¬m
728	700	1000	Buff10_10				buff_ÀÍ¶¯×î¿ìÀÖ		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Lao Ğµng Vui Vë: Tång t¤t cä thuµc tính 36 ği¬m
729	700	1000	Buff10_10				buff_ÀÍ¶¯×î¿ìÀÖ		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Lao Ğµng Vui Vë: Tång t¤t cä thuµc tính 39 ği¬m
730	700	1					ÌÒ»¨Õóµ×ÅÌ		½ÅÏÂ¹âÈ¦µã	0	0	0	0	0
731	700	2					ÌÒ»¨Õóµ×ÅÌÂÌ		½ÅÏÂ¹âÈ¦µã	0	0	0	0	0
732	700	1000	Buff2_12							1	0	0	0	0		Lam S¡c Ph§t Ğång: Nµi ngoÕi công c½ bän tång 100%
733	700	7500	FightSkillShaoLin1_13							1	0	0	0	0		H°ng S¡c Ph§t Ğång: mi­n d¸ch sát thß½ng
734	646	2000	Shenqi_4							1	0	0	0	0		Ğánh trúng kë ğ¸ch có khä nång ra ğòn Tinh di®u nh¤t kích, gây thêm sát thß½ng, ğ°ng th¶i trong mµt khoäng th¶i gian tång Chính xác cüa bän thân, giäm Né tránh cüa ğ¯i phß½ng
735	811	2000	PetSkill6_8	npc_all_kongzhi_zdo		ÉíÌåÊÜ»÷µã				0	0	1	0	0		Nµi ngoÕi thü giäm 2400
736	812	2000	PetSkill6_6	npc_all_kongzhi_zdo		ÉíÌåÊÜ»÷µã				0	0	1	0	0		Nµi ngoÕi công giäm 2400
737	737	1000	Buff11_3				buff_ÀÏÓÑµÄ×£¸£³ÖĞø		ÉíÌåÖĞĞÄµã	0	0	0	1	0		Chúc phúc cüa lão hæu, t¤t cä thuµc tính tång 10 ği¬m, duy trì 30 phút
738	737	1000	Buff11_3				buff_ÀÏÓÑµÄ×£¸£³ÖĞø		ÉíÌåÖĞĞÄµã	0	0	0	1	0		Chúc phúc cüa lão hæu, t¤t cä thuµc tính tång 16 ği¬m, duy trì 30 phút
739	737	1000	Buff11_3				buff_ÀÏÓÑµÄ×£¸£³ÖĞø		ÉíÌåÖĞĞÄµã	0	0	0	1	0		Chúc phúc cüa lão hæu, t¤t cä thuµc tính tång 22 ği¬m, duy trì 30 phút
740	737	1000	Buff11_3				buff_ÀÏÓÑµÄ×£¸£³ÖĞø		ÉíÌåÖĞĞÄµã	0	0	0	1	0		Chúc phúc cüa lão hæu, t¤t cä thuµc tính tång 28 ği¬m, duy trì 30 phút
741	737	1000	Buff11_3				buff_ÀÏÓÑµÄ×£¸£³ÖĞø		ÉíÌåÖĞĞÄµã	0	0	0	1	0		Chúc phúc cüa lão hæu, t¤t cä thuµc tính tång 34 ği¬m, duy trì 30 phút
742	737	1000	Buff11_3				buff_ÀÏÓÑµÄ×£¸£³ÖĞø		ÉíÌåÖĞĞÄµã	0	0	0	1	0		Chúc phúc cüa lão hæu, t¤t cä thuµc tính tång 40 ği¬m, duy trì 30 phút
743	743	1000	Buff11_4				buff_ÀÏÓÑ¹éÀ´		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Lão Hæu Quy Lai: khi ğánh quái có th¬ nh§n ğßşc thêm 20% kinh nghi®m. Hi®u quä duy trì 7 ngày.
744	744	1000	Buff11_11				buff_»¶ÀÖÃ×½¬		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Hoan LÕc M­ Tß½ng. T¤t cä thuµc tính nhân v§t +8, duy trì 15 phút. Khi mang trong ngß¶i loÕi quang hoàn này, ngß¶i ch½i khác có th¬ ğªn nh¶ các hÕ giúp ğŞ sØ døng Ğoàn Viên Nhu M­ chª thành Niên Cao.
745	745	1000	Buff11_13				buff_½ø±¦Ã×½¬		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Tiªn Bäo M­ Tß½ng. Th¬ lñc cüa nhân v§t +15, duy trì 15 phút. Khi mang trong ngß¶i loÕi quang hoàn này, ngß¶i ch½i khác có th¬ ğªn nh¶ các hÕ giúp ğŞ sØ døng Chiêu Tài Nhu M­ chª thành Niên Cao.
746	746	1000	Buff11_12				buff_ĞÒ¸£Ã×½¬		ÉíÌåÖĞĞÄµã	1	0	0	0	0		HÕnh Phúc M­ Tß½ng. Thân pháp cüa nhân v§t +15, duy trì 15 phút. Khi mang trong ngß¶i loÕi quang hoàn này, ngß¶i ch½i khác có th¬ ğªn nh¶ các hÕ giúp ğŞ sØ døng Ği«m MÛ Nhu M­ chª thành Niên Cao.
749	749	1000	Huodong_3_6				buff_ÆßÏ¦_01		ÉíÌåÖĞĞÄµã	0	0	0	1	0		Mai Khôi Chúc Phúc: t¤t cä thuµc tính+10. Duy trì 30 phút.
750	749	1000	Huodong_3_6				buff_ÆßÏ¦_01		ÉíÌåÖĞĞÄµã	0	0	0	1	0		Mai Khôi Chúc Phúc: t¤t cä thuµc tính+16. Duy trì 30 phút.
751	749	1000	Huodong_3_6				buff_ÆßÏ¦_01		ÉíÌåÖĞĞÄµã	0	0	0	1	0		Mai Khôi Chúc Phúc: t¤t cä thuµc tính+22. Duy trì 30 phút.
752	749	1000	Huodong_3_6				buff_ÆßÏ¦_01		ÉíÌåÖĞĞÄµã	0	0	0	1	0		Mai Khôi Chúc Phúc: t¤t cä thuµc tính+28. Duy trì 30 phút.
753	749	1000	Huodong_3_6				buff_ÆßÏ¦_01		ÉíÌåÖĞĞÄµã	0	0	0	1	0		Mai Khôi Chúc Phúc: t¤t cä thuµc tính+34. Duy trì 30 phút.
754	749	1000	Huodong_3_6				buff_ÆßÏ¦_01		ÉíÌåÖĞĞÄµã	0	0	0	1	0		Mai Khôi Chúc Phúc: t¤t cä thuµc tính+40. Duy trì 30 phút.
755	755	1000	Buff11_5				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	1	0		Túc C¥u Quang Hoàn: t¤t cä sát thß½ng gây ra tång 10%
756	756	2000	Shenqi_13							1	0	0	0	0		ĞÕi HÕ Long Tß¾c: có tÖ l® hút máu cüa møc tiêu
757	757	2000	Shenqi_13							1	0	0	0	0		ĞÕi HÕ Long Tß¾c: có tÖ l® giäm t¯c ğµ di chuy¬n cüa ğ¯i phß½ng
758	758	2000	Shenqi_13							1	0	0	0	0		ĞÕi HÕ Long Tß¾c: có tÖ l® tr× nµi thü, ngoÕi thü phòng ngñ cüa ğ¯i phß½ng
759	759	2000	Shenqi_12							1	0	0	0	0		ĞÕi Thß½ng Tr¥n Änh: có tÖ l® hút máu cüa møc tiêu
760	760	2000	Shenqi_12							1	0	0	0	0		ĞÕi Thß½ng Tr¥n Änh: có tÖ l® hút khí cüa møc tiêu
761	761	2000	Shenqi_12							1	0	0	0	0		ĞÕi Thß½ng Tr¥n Änh: có tÖ l® tr× nµi thü, ngoÕi thü phòng ngñ cüa ğ¯i phß½ng
762	762	2000	Shenqi_6							1	0	0	0	0		ĞÕi Châu Lam DÕ: có tÖ l® hút máu cüa møc tiêu
763	763	2000	Shenqi_6							1	0	0	0	0		ĞÕi Châu Lam DÕ: có tÖ l® giäm sát thß½ng ngoÕi công, nµi công cüa ğ¯i phß½ng gây ra
764	764	2000	Shenqi_6							1	0	0	0	0		ĞÕi Châu Lam DÕ: có tÖ l® tr× nµi, ngoÕi thü phòng ngñ cüa ğ¯i phß½ng
765	765	2000	Shenqi_9							1	0	0	0	0		ĞÕi T¥n Phong Ğích: có tÖ l® hút máu cüa møc tiêu
766	766	2000	Shenqi_9							1	0	0	0	0		ĞÕi T¥n Phong Ğích: có tÖ l® giäm t¯c ğµ di chuy¬n cüa ğ¯i phß½ng
767	767	2000	Shenqi_9							1	0	0	0	0		ĞÕi T¥n Phong Ğích: có tÖ l® giäm sát thß½ng ngoÕi công, nµi công cüa ğ¯i phß½ng gây ra
768	768	2000	Shenqi_10							1	0	0	0	0		ĞÕi Hán Ho¢ng Cß½ng: có tÖ l® hút máu cüa møc tiêu
769	769	2000	Shenqi_10							1	0	0	0	0		ĞÕi Hán Ho¢ng Cß½ng: có tÖ l® hút khí cüa møc tiêu
770	770	2000	Shenqi_10							1	0	0	0	0		ĞÕi Hán Ho¢ng Cß½ng: có tÖ l® giäm sát thß½ng ngoÕi , nµi công cüa ğ¯i phß½ng gây ra
771	771	2000	Shenqi_7							1	0	0	0	0		ĞÕi T¤n Tinh Ngân: có tÖ l® hút máu cüa møc tiêu
772	772	2000	Shenqi_7							1	0	0	0	0		ĞÕi T¤n Tinh Ngân: có tÖ l® giäm nµ khí cüa ğ¯i phß½ng
773	773	2000	Shenqi_7							1	0	0	0	0		ĞÕi T¤n Tinh Ngân: có tÖ l® giäm sát thß½ng ngoÕi , nµi công cüa ğ¯i phß½ng gây ra
774	775	2000	Shenqi_11							1	0	0	0	0		ĞÕi TuÏ Ngßng Sß½ng: có tÖ l® giäm t¯c ğµ di chuy¬n cüa ğ¯i phß½ng
775	774	2000	Shenqi_11							1	0	0	0	0		ĞÕi TuÏ Ngßng Sß½ng: có tÖ l® hút máu cüa møc tiêu
776	776	2000	Shenqi_11							1	0	0	0	0		ĞÕi TuÏ Ngßng Sß½ng: có tÖ l® giäm sát thß½ng ngoÕi , nµi công cüa ğ¯i phß½ng gây ra
777	777	2000	Shenqi_14							1	0	0	0	0		ĞÕi Ğß¶ng Côn NhÕc: có tÖ l® hút máu cüa møc tiêu
778	778	2000	Shenqi_14							1	0	0	0	0		ĞÕi Ğß¶ng Côn NhÕc: có tÖ l® giäm t¯c ğµ di chuy¬n cüa ğ¯i phß½ng
779	779	2000	Shenqi_14							1	0	0	0	0		ĞÕi Ğß¶ng Côn NhÕc: có tÖ l® giäm sát thß½ng ngoÕi , nµi công cüa ğ¯i phß½ng gây ra
780	780	2000	Shenqi_8							1	0	0	0	0		ĞÕi T¯ng Quân S¥m: có tÖ l® hút máu cüa møc tiêu
781	781	2000	Shenqi_8							1	0	0	0	0		ĞÕi T¯ng Quân S¥m: có tÖ l® hút khí cüa møc tiêu
782	782	2000	Shenqi_8							1	0	0	0	0		ĞÕi T¯ng Quân S¥m: có tÖ l® giäm sát thß½ng ngoÕi , nµi công cüa ğ¯i phß½ng gây ra
783	783	2000	Shenqi_13				wq_ÎüÑª´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi HÕ Long Tß¾c: hút máu møc tiêu
784	784	2000	Shenqi_13				wq_Ë¤°í´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi HÕ Long Tß¾c: t¯c ğµ di chuy¬n cüa møc tiêu giäm 40%
785	785	2000	Shenqi_13				wq_ÆÆÕÀ´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi HÕ Long Tß¾c: tr× 1923 ği¬m nµi , ngoÕi thü phòng ngñ cüa møc tiêu
786	786	2000	Shenqi_12				wq_ÎüÑª´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi Thß½ng Tr¥n Änh: hút máu møc tiêu
787	787	2000	Shenqi_12				wq_ÎüÆø´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi Thß½ng Tr¥n Änh: hút khí møc tiêu
788	788	2000	Shenqi_12				wq_ÆÆÕÀ´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi Thß½ng Tr¥n Änh: tr× 1923 ği¬m nµi , ngoÕi thü phòng ngñ cüa møc tiêu
789	789	2000	Shenqi_6				wq_ÎüÑª´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi Châu Lam DÕ: hút máu møc tiêu
790	790	2000	Shenqi_6				wq_ĞéÈõ´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi Châu Lam DÕ: tr× 1923 ği¬m sát thß½ng ngoÕi , nµi công cüa møc tiêu
791	791	2000	Shenqi_6				wq_ÆÆÕÀ´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi Châu Lam DÕ: tr× 1923 ği¬m nµi , ngoÕi thü phòng ngñ cüa møc tiêu
792	792	2000	Shenqi_9				wq_ÎüÑª´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi T¥n Phong Ğích: hút máu møc tiêu
793	793	2000	Shenqi_9				wq_Ë¤°í´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi T¥n Phong Ğích: t¯c ğµ di chuy¬n cüa møc tiêu giäm 40%
794	794	2000	Shenqi_9				wq_ĞéÈõ´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi T¥n Phong Ğích: tr× 1923 ği¬m sát thß½ng ngoÕi , nµi công cüa møc tiêu
795	795	2000	Shenqi_10				wq_ÎüÑª´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi Hán Ho¢ng Cß½ng: hút máu møc tiêu
796	796	2000	Shenqi_10				wq_ÎüÆø´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi Hán Ho¢ng Cß½ng: hút khí møc tiêu
797	797	2000	Shenqi_10				wq_ĞéÈõ´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi Hán Ho¢ng Cß½ng: tr× 1923 ği¬m sát thß½ng ngoÕi , nµi công cüa møc tiêu
798	798	2000	Shenqi_7				wq_ÎüÑª´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi T¤n Tinh Ngân: hút máu møc tiêu
799	799	2000	Shenqi_7				wq_´òÅ­´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi T¤n Tinh Ngân: giäm nµ khí cüa møc tiêu
800	800	2000	Shenqi_7				wq_ĞéÈõ´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi T¤n Tinh Ngân: tr× 1923 ği¬m sát thß½ng ngoÕi , nµi công cüa møc tiêu
801	801	2000	Shenqi_11				wq_Ë¤°í´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi TuÏ Ngßng Sß½ng: t¯c ğµ di chuy¬n cüa møc tiêu giäm 40%
802	802	2000	Shenqi_11				wq_ÎüÑª´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi TuÏ Ngßng Sß½ng: hút máu møc tiêu
803	803	2000	Shenqi_11				wq_ĞéÈõ´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi TuÏ Ngßng Sß½ng: tr× 1923 ği¬m sát thß½ng ngoÕi , nµi công cüa møc tiêu
804	804	2000	Shenqi_14				wq_ÎüÑª´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi Ğß¶ng Côn NhÕc: hút máu møc tiêu
805	805	2000	Shenqi_14				wq_Ë¤°í´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi Ğß¶ng Côn NhÕc: t¯c ğµ di chuy¬n cüa møc tiêu giäm 40%
806	806	2000	Shenqi_14				wq_ĞéÈõ´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi Ğß¶ng Côn NhÕc: tr× 1923 ği¬m sát thß½ng ngoÕi , nµi công cüa møc tiêu
807	807	2000	Shenqi_8				wq_ÎüÑª´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi T¯ng Quân S¥m: hút máu møc tiêu
808	808	2000	Shenqi_8				wq_ÎüÆø´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi T¯ng Quân S¥m: hút khí møc tiêu
809	809	2000	Shenqi_8				wq_ĞéÈõ´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi T¯ng Quân S¥m: tr× 1923 ği¬m sát thß½ng ngoÕi , nµi công cüa møc tiêu
810	810	2000	PetSkill6_15	npc_all_kongzhi_zdo		ÉíÌåÊÜ»÷µã				0	0	1	0	0		Giäm T¯c: tr× 40% t¯c ğµ di chuy¬n
811	811	2000	PetSkill6_8	npc_all_kongzhi_zdo		ÉíÌåÊÜ»÷µã				0	0	1	0	0		Phá trán: tr× 1923 ği¬m ngoÕi , nµi thü phòng ngñ
812	812	2000	PetSkill6_6	npc_all_kongzhi_zdo		ÉíÌåÊÜ»÷µã				0	0	1	0	0		Hß nhßşc: tr× 1923 ği¬m ngoÕi , nµi công công kích
813	813	1500	Buff9_7							1	0	0	0	0		Ph± Ğµ: khi ğánh trúng møc tiêu có xác su¤t giäm 30 ği¬m kháng Huy«n cüa ğ¯i phß½ng, có th¬ làm giäm thuµc tính kháng cüa møc tiêu xu¯ng âm
814	814	1500	Buff9_10							1	0	0	0	0		Ph¥n H°n: khi ğánh trúng møc tiêu có xác su¤t giäm 30 ği¬m kháng Höa cüa ğ¯i phß½ng, có th¬ làm giäm thuµc tính kháng cüa møc tiêu xu¯ng âm
815	815	1500	Buff9_8							1	0	0	0	0		Viêm Ğµc: khi ğánh trúng møc tiêu có xác su¤t giäm 20 ği¬m kháng Ğµc và kháng Höa cüa ğ¯i phß½ng, có th¬ làm giäm thuµc tính kháng cüa møc tiêu xu¯ng âm
816	816	1500	Buff9_6							1	0	0	0	0		Hàn Lôi: khi ğánh trúng møc tiêu có xác su¤t giäm 20 ği¬m kháng Ğµc và kháng Höa cüa ğ¯i phß½ng, có th¬ làm giäm thuµc tính kháng cüa møc tiêu xu¯ng âm
817	817	1500	Buff9_13							1	0	0	0	0		S§u Sß½ng: khi ğánh trúng møc tiêu có xác su¤t giäm 20 ği¬m kháng Bång và kháng Huy«n cüa ğ¯i phß½ng, có th¬ làm giäm thuµc tính kháng cüa møc tiêu xu¯ng âm
818	818	1500	Buff9_12							1	0	0	0	0		Ph® Tâm: khi ğánh trúng møc tiêu có xác su¤t giäm 30 ği¬m kháng Ğµc cüa ğ¯i phß½ng, có th¬ làm giäm thuµc tính kháng cüa møc tiêu xu¯ng âm
819	819	1500	Buff9_9							1	0	0	0	0		Thích C¯t: khi ğánh trúng møc tiêu có xác su¤t giäm 30 ği¬m kháng Bång cüa ğ¯i phß½ng, có th¬ làm giäm thuµc tính kháng cüa møc tiêu xu¯ng âm
820	820	1500	Buff9_5							1	0	0	0	0		Bích Höa: khi ğánh trúng møc tiêu có xác su¤t giäm 20 ği¬m kháng Höa và kháng Ğµc cüa ğ¯i phß½ng, có th¬ làm giäm thuµc tính kháng cüa møc tiêu xu¯ng âm
821	821	1500	Buff9_11							1	0	0	0	0		Th¥n Quang: khi ğánh trúng møc tiêu có xác su¤t giäm 10 ği¬m t¤t cä tính kháng cüa ğ¯i phß½ng, có th¬ làm giäm thuµc tính kháng cüa møc tiêu xu¯ng âm
822	822	1500	Buff9_7							0	0	1	0	0		Ph± Ğµ: tr× 30 ği¬m kháng huy«n cüa ğ¯i phß½ng
823	823	1500	Buff9_10							0	0	1	0	0		Phân H°n: tr× 30 ği¬m kháng höa cüa ğ¯i phß½ng
824	824	1500	Buff9_8							0	0	1	0	0		Viêm Ğµc: tr× 20 ği¬m kháng ğµc và kháng höa cüa ğ¯i phß½ng
825	825	1500	Buff9_6							0	0	1	0	0		Hàn Lôi: tr× 20 ği¬m kháng huy«n và kháng bång cüa ğ¯i phß½ng
826	826	1500	Buff9_13							0	0	1	0	0		Sâu Sß½ng: tr× 20 ği¬m kháng bång và kháng huy«n cüa ğ¯i phß½ng
827	827	1500	Buff9_12							0	0	1	0	0		Phê Tâm: tr× 30 ği¬m kháng ğµc cüa ğ¯i phß½ng
828	828	1500	Buff9_9							0	0	1	0	0		Thích C¯t: tr× 30 ği¬m kháng bång cüa ğ¯i phß½ng
829	829	1500	Buff9_5							0	0	1	0	0		Bích Hoä: tr× 20 ği¬m kháng ğµc và kháng höa cüa ğ¯i phß½ng
830	830	1500	Buff9_11							0	0	1	0	0		Th¥n Quang: tr× 15 ği¬m t¤t cä thuµc tính kháng cüa ğ¯i phß½ng
831	831	1000	Ore2_3	kvk_zc_ÇàÁúÕ½³µ_buff		½ÅÏÂ¹âÈ¦µã				0	0	1	0	0		Phát ğµng công kích chiªn xa
832	832	1000	Ore2_3	kvk_zc_°×»¢Õ½³µ_buff		½ÅÏÂ¹âÈ¦µã				0	0	1	0	0		Phát ğµng công kích chiªn xa
833	833	1000	Ore2_3	kvk_zc_ÖìÈ¸Õ½³µ_buff		½ÅÏÂ¹âÈ¦µã				0	0	1	0	0		Phát ğµng công kích chiªn xa
834	834	1000	Ore2_3	kvk_zc_ĞşÎäÕ½³µ_buff		½ÅÏÂ¹âÈ¦µã				0	0	1	0	0		Phát ğµng công kích chiªn xa
835	786	1000	Shenqi_12				wq_ÎüÑª´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		H¤p thø sinh m®nh cüa møc tiêu
836	787	1000	Shenqi_12				wq_ÎüÆø´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		H¤p thø chân khí cüa møc tiêu
837	788	2000	Shenqi_12				wq_ÆÆÕÀ´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		Ğã giäm 2400 ği¬m nµi ngoÕi thü cüa 1 møc tiêu
838	790	2000	Shenqi_6				wq_ĞéÈõ´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		Ğã giäm 2400 ği¬m nµi ngoÕi công cüa 1 møc tiêu
839	793	2000	Shenqi_9				wq_Ë¤°í´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		Ğã giäm 45% t¯c ğµ di chuy¬n cüa 1 møc tiêu
840	799	2000	Shenqi_7				wq_´òÅ­´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		Giäm nµ khí cüa møc tiêu
841	756	2000	Shenqi_13							1	0	0	0	0		Có khä nång h¤p thø sinh m®nh cüa møc tiêu
842	757	2000	Shenqi_13							1	0	0	0	0		Có khä nång giäm t¯c ğµ di chuy¬n cüa møc tiêu
843	758	2000	Shenqi_13							1	0	0	0	0		Có khä nång giäm nµi ngoÕi thü cüa møc tiêu
844	760	2000	Shenqi_12							1	0	0	0	0		Có khä nång h¤p thø chân khí cüa møc tiêu
845	763	2000	Shenqi_6							1	0	0	0	0		Có khä nång giäm nµi ngoÕi công cüa møc tiêu
846	772	2000	Shenqi_7							1	0	0	0	0		Có khä nång giäm nµ khí cüa møc tiêu
847	646	2000	Shenqi_3							1	0	0	0	0		Ğánh trúng kë ğ¸ch có khä nång ra ğòn Ph¤n Lñc Nh¤t Kích, gây thêm sát thß½ng, ğ°ng th¶i trong mµt khoäng th¶i gian tång ngoÕi công bän thân, giäm ngoÕi thü ğ¯i phß½ng
848	646	2000	Shenqi_2							1	0	0	0	0		Ğánh trúng kë ğ¸ch có khä nång ra ğòn Súc Lñc Nh¤t Kích, gây thêm sát thß½ng, ğ°ng th¶i trong mµt khoäng th¶i gian tång nµi công bän thân, giäm nµi thü ğ¯i phß½ng
