INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
3193	Ðà Ði¬u Biªn D¸	319	55	9	1	0	11	10	698	300000	-1	-1	728	900000	668	250000	716	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	12490	11240	9990	16240	8740	10510	11560	12080	13660	15760	500	300	150	30	20	2000	3190
3194	Ðà Ði¬u Biªn D¸	319	55	9	1	0	11	10	698	300000	-1	-1	728	900000	668	250000	716	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	13260	11930	10600	17230	9280	10510	11560	12080	13660	15760	500	300	150	30	20	2000	3190
3199	Ðà Ði¬u Bäo Bäo	319	55	9	0	1	11	10	698	300000	-1	-1	728	900000	668	250000	716	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	10200	9180	8160	13260	7140	10510	11560	12080	13660	15760	500	300	150	30	20	2000	3190
3200	Báo Trß·ng Thành	320	55	9	0	0	1000	10	694	300000	-1	-1	726	900000	712	250000	732	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	10200	9180	8160	13260	7140	10510	11560	12080	13660	15760	20	300	30	500	150	2000	3200
3201	Báo Biªn D¸	320	55	9	1	0	1000	10	694	300000	-1	-1	726	900000	712	250000	732	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	10960	9860	8770	14250	7670	10510	11560	12080	13660	15760	20	300	30	500	150	2000	3200
3202	Báo Biªn D¸	320	55	9	1	0	1000	10	694	300000	-1	-1	726	900000	712	250000	732	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	11730	10550	9380	15240	8210	10510	11560	12080	13660	15760	20	300	30	500	150	2000	3200
3203	Báo Biªn D¸	320	55	9	1	0	1000	10	694	300000	-1	-1	726	900000	712	250000	732	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	12490	11240	9990	16240	8740	10510	11560	12080	13660	15760	20	300	30	500	150	2000	3200
3204	Báo Biªn D¸	320	55	9	1	0	1000	10	694	300000	-1	-1	726	900000	712	250000	732	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	13260	11930	10600	17230	9280	10510	11560	12080	13660	15760	20	300	30	500	150	2000	3200
3209	Báo Bäo Bäo	320	55	9	0	1	1000	10	694	300000	-1	-1	726	900000	712	250000	732	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	10200	9180	8160	13260	7140	10510	11560	12080	13660	15760	20	300	30	500	150	2000	3200
3210	B¡c Cñc Hùng Trß·ng Thành	321	65	9	0	0	1000	10	684	300000	-1	-1	668	900000	658	250000	702	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	9540	13790	8480	8480	9540	11530	12680	13250	14980	17290	30	150	500	20	300	2000	3210
3211	B¡c Cñc Hùng Biªn D¸	321	65	9	1	0	1000	10	684	300000	-1	-1	668	900000	658	250000	702	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	10120	14620	8990	8990	10120	11530	12680	13250	14980	17290	30	150	500	20	300	2000	3210
3212	B¡c Cñc Hùng Biªn D¸	321	65	9	1	0	1000	10	684	300000	-1	-1	668	900000	658	250000	702	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	10690	15440	9500	9500	10690	11530	12680	13250	14980	17290	30	150	500	20	300	2000	3210
3213	B¡c Cñc Hùng Biªn D¸	321	65	9	1	0	1000	10	684	300000	-1	-1	668	900000	658	250000	702	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	11260	16270	10010	10010	11260	11530	12680	13250	14980	17290	30	150	500	20	300	2000	3210
3214	B¡c Cñc Hùng Biªn D¸	321	65	9	1	0	1000	10	684	300000	-1	-1	668	900000	658	250000	702	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	11840	17100	10520	10520	11840	11530	12680	13250	14980	17290	30	150	500	20	300	2000	3210
3215	B¡c Cñc Hùng Biªn D¸	321	65	9	1	0	1000	10	684	300000	-1	-1	668	900000	658	250000	702	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	12410	17930	11030	11030	12410	11530	12680	13250	14980	17290	30	150	500	20	300	2000	3210
3219	B¡c Cñc Hùng Bäo Bäo	321	65	9	0	1	1000	10	684	300000	-1	-1	668	900000	658	250000	702	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	9540	13790	8480	8480	9540	11530	12680	13250	14980	17290	30	150	500	20	300	2000	3210
3220	Kh±ng Tß¾c Trß·ng Thành	322	65	9	0	0	11	10	684	200000	-1	-1	654	900000	728	250000	660	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	7420	8480	13790	8480	11670	11530	12680	13250	14980	17290	100	800	50	30	20	2000	3220
3221	Kh±ng Tß¾c Biªn D¸	322	65	9	1	0	11	10	684	200000	-1	-1	654	900000	728	250000	660	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	7870	8990	14620	8990	12370	11530	12680	13250	14980	17290	100	800	50	30	20	2000	3220
3222	Kh±ng Tß¾c Biªn D¸	322	65	9	1	0	11	10	684	200000	-1	-1	654	900000	728	250000	660	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	8310	9500	15440	9500	13070	11530	12680	13250	14980	17290	100	800	50	30	20	2000	3220
3223	Kh±ng Tß¾c Biªn D¸	322	65	9	1	0	11	10	684	200000	-1	-1	654	900000	728	250000	660	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	8760	10010	16270	10010	13770	11530	12680	13250	14980	17290	100	800	50	30	20	2000	3220
3224	Kh±ng Tß¾c Biªn D¸	322	65	9	1	0	11	10	684	200000	-1	-1	654	900000	728	250000	660	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	9200	10520	17100	10520	14470	11530	12680	13250	14980	17290	100	800	50	30	20	2000	3220
3225	Kh±ng Tß¾c Biªn D¸	322	65	9	1	0	11	10	684	200000	-1	-1	654	900000	728	250000	660	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	9650	11030	17930	11030	15170	11530	12680	13250	14980	17290	100	800	50	30	20	2000	3220
3229	Kh±ng Tß¾c Bäo Bäo	322	65	9	0	1	11	10	684	200000	-1	-1	654	900000	728	250000	660	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	7420	8480	13790	8480	11670	11530	12680	13250	14980	17290	100	800	50	30	20	2000	3220
3230	Kiªm Xï H± Trß·ng Thành	323	65	9	0	0	1000	10	694	200000	-1	-1	661	900000	722	250000	726	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	10610	9540	8480	13790	7420	11530	12680	13250	14980	17290	20	300	150	500	30	2000	3230
3231	Kiªm Xï H± Biªn D¸	323	65	9	1	0	1000	10	694	200000	-1	-1	661	900000	722	250000	726	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	11240	10120	8990	14620	7870	11530	12680	13250	14980	17290	20	300	150	500	30	2000	3230
3232	Kiªm Xï H± Biªn D¸	323	65	9	1	0	1000	10	694	200000	-1	-1	661	900000	722	250000	726	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	11880	10690	9500	15440	8310	11530	12680	13250	14980	17290	20	300	150	500	30	2000	3230
3233	Kiªm Xï H± Biªn D¸	323	65	9	1	0	1000	10	694	200000	-1	-1	661	900000	722	250000	726	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	12510	11260	10010	16270	8760	11530	12680	13250	14980	17290	20	300	150	500	30	2000	3230
3234	Kiªm Xï H± Biªn D¸	323	65	9	1	0	1000	10	694	200000	-1	-1	661	900000	722	250000	726	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	13150	11840	10520	17100	9200	11530	12680	13250	14980	17290	20	300	150	500	30	2000	3230
3235	Kiªm Xï H± Biªn D¸	323	65	9	1	0	1000	10	694	200000	-1	-1	661	900000	722	250000	726	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	13790	12410	11030	17930	9650	11530	12680	13250	14980	17290	20	300	150	500	30	2000	3230
3239	Kiªm Xï H± Bäo Bäo	323	65	9	0	1	1000	10	694	200000	-1	-1	661	900000	722	250000	726	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	10610	9540	8480	13790	7420	11530	12680	13250	14980	17290	20	300	150	500	30	2000	3230
3240	Tinh Tinh Trß·ng Thành	324	65	9	0	0	1000	10	736	300000	-1	-1	734	900000	662	250000	706	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	10610	10610	10610	10610	10610	11530	12680	13250	14980	17290	20	30	150	300	500	2000	3240
3241	Tinh Tinh Biªn D¸	324	65	9	1	0	1000	10	736	300000	-1	-1	734	900000	662	250000	706	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	11240	11240	11240	11240	11240	11530	12680	13250	14980	17290	20	30	150	300	500	2000	3240
3242	Tinh Tinh Biªn D¸	324	65	9	1	0	1000	10	736	300000	-1	-1	734	900000	662	250000	706	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	11880	11880	11880	11880	11880	11530	12680	13250	14980	17290	20	30	150	300	500	2000	3240
3243	Tinh Tinh Biªn D¸	324	65	9	1	0	1000	10	736	300000	-1	-1	734	900000	662	250000	706	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	12510	12510	12510	12510	12510	11530	12680	13250	14980	17290	20	30	150	300	500	2000	3240
3244	Tinh Tinh Biªn D¸	324	65	9	1	0	1000	10	736	300000	-1	-1	734	900000	662	250000	706	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	13150	13150	13150	13150	13150	11530	12680	13250	14980	17290	20	30	150	300	500	2000	3240
3245	Tinh Tinh Biªn D¸	324	65	9	1	0	1000	10	736	300000	-1	-1	734	900000	662	250000	706	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	13790	13790	13790	13790	13790	11530	12680	13250	14980	17290	20	30	150	300	500	2000	3240
3249	Tinh Tinh Bäo Bäo	324	65	9	0	1	1000	10	736	300000	-1	-1	734	900000	662	250000	706	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	10610	10610	10610	10610	10610	11530	12680	13250	14980	17290	20	30	150	300	500	2000	3240
3250	Tê Ngßu Trß·ng Thành	325	75	9	0	0	100	10	690	300000	-1	-1	710	900000	722	250000	716	100000	668	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	9910	14320	8810	8810	9910	12550	13800	14430	16310	18820	30	50	700	120	100	2000	3250
3251	Tê Ngßu Biªn D¸	325	75	9	1	0	100	10	690	300000	-1	-1	710	900000	722	250000	716	100000	668	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	10410	15040	9250	9250	10410	12550	13800	14430	16310	18820	30	50	700	120	100	2000	3250
3252	Tê Ngßu Biªn D¸	325	75	9	1	0	100	10	690	300000	-1	-1	710	900000	722	250000	716	100000	668	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	10900	15750	9690	9690	10900	12550	13800	14430	16310	18820	30	50	700	120	100	2000	3250
3253	Tê Ngßu Biªn D¸	325	75	9	1	0	100	10	690	300000	-1	-1	710	900000	722	250000	716	100000	668	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	11400	16470	10130	10130	11400	12550	13800	14430	16310	18820	30	50	700	120	100	2000	3250
3254	Tê Ngßu Biªn D¸	325	75	9	1	0	100	10	690	300000	-1	-1	710	900000	722	250000	716	100000	668	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	11900	17190	10570	10570	11900	12550	13800	14430	16310	18820	30	50	700	120	100	2000	3250
3255	Tê Ngßu Biªn D¸	325	75	9	1	0	100	10	690	300000	-1	-1	710	900000	722	250000	716	100000	668	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	12390	17900	11020	11020	12390	12550	13800	14430	16310	18820	30	50	700	120	100	2000	3250
3256	Tê Ngßu Biªn D¸	325	75	9	1	0	100	10	690	300000	-1	-1	710	900000	722	250000	716	100000	668	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	12890	18620	11460	11460	12890	12550	13800	14430	16310	18820	30	50	700	120	100	2000	3250
3259	Tê Ngßu Bäo Bäo	325	75	9	0	1	100	10	690	300000	-1	-1	710	900000	722	250000	716	100000	668	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	9910	14320	8810	8810	9910	12550	13800	14430	16310	18820	30	50	700	120	100	2000	3250
3260	Tuyªt Ðiêu Trß·ng Thành	326	75	9	0	0	1000	10	684	300000	-1	-1	702	900000	712	250000	730	100000	652	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	11020	9910	8810	14320	7710	12550	13800	14430	16310	18820	20	50	20	900	10	2000	3260
3261	Tuyªt Ðiêu Biªn D¸	326	75	9	1	0	1000	10	684	300000	-1	-1	702	900000	712	250000	730	100000	652	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	11570	10410	9250	15040	8090	12550	13800	14430	16310	18820	20	50	20	900	10	2000	3260
3262	Tuyªt Ðiêu Biªn D¸	326	75	9	1	0	1000	10	684	300000	-1	-1	702	900000	712	250000	730	100000	652	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	12120	10900	9690	15750	8480	12550	13800	14430	16310	18820	20	50	20	900	10	2000	3260
3263	Tuyªt Ðiêu Biªn D¸	326	75	9	1	0	1000	10	684	300000	-1	-1	702	900000	712	250000	730	100000	652	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	12670	11400	10130	16470	8870	12550	13800	14430	16310	18820	20	50	20	900	10	2000	3260
3264	Tuyªt Ðiêu Biªn D¸	326	75	9	1	0	1000	10	684	300000	-1	-1	702	900000	712	250000	730	100000	652	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	13220	11900	10570	17190	9250	12550	13800	14430	16310	18820	20	50	20	900	10	2000	3260
3265	Tuyªt Ðiêu Biªn D¸	326	75	9	1	0	1000	10	684	300000	-1	-1	702	900000	712	250000	730	100000	652	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	13770	12390	11020	17900	9640	12550	13800	14430	16310	18820	20	50	20	900	10	2000	3260
3266	Tuyªt Ðiêu Biªn D¸	326	75	9	1	0	1000	10	684	300000	-1	-1	702	900000	712	250000	730	100000	652	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	14320	12890	11460	18620	10020	12550	13800	14430	16310	18820	20	50	20	900	10	2000	3260
3269	Tuyªt Ðiêu Bäo Bäo	326	75	9	0	1	1000	10	684	300000	-1	-1	702	900000	712	250000	730	100000	652	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	11020	9910	8810	14320	7710	12550	13800	14430	16310	18820	20	50	20	900	10	2000	3260
3270	Long Kiªm Trß·ng Thành	327	75	9	0	0	100	10	737	300000	-1	-1	710	900000	658	250000	668	100000	724	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	9910	14320	8810	8810	9910	12550	13800	14430	16310	18820	500	300	150	30	20	2000	3270
3271	Long Kiªm Biªn D¸	327	75	9	1	0	100	10	737	300000	-1	-1	710	900000	658	250000	668	100000	724	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	10410	15040	9250	9250	10410	12550	13800	14430	16310	18820	500	300	150	30	20	2000	3270
3272	Long Kiªm Biªn D¸	327	75	9	1	0	100	10	737	300000	-1	-1	710	900000	658	250000	668	100000	724	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	10900	15750	9690	9690	10900	12550	13800	14430	16310	18820	500	300	150	30	20	2000	3270
3273	Long Kiªm Biªn D¸	327	75	9	1	0	100	10	737	300000	-1	-1	710	900000	658	250000	668	100000	724	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	11400	16470	10130	10130	11400	12550	13800	14430	16310	18820	500	300	150	30	20	2000	3270
3274	Long Kiªm Biªn D¸	327	75	9	1	0	100	10	737	300000	-1	-1	710	900000	658	250000	668	100000	724	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	11900	17190	10570	10570	11900	12550	13800	14430	16310	18820	500	300	150	30	20	2000	3270
3275	Long Kiªm Biªn D¸	327	75	9	1	0	100	10	737	300000	-1	-1	710	900000	658	250000	668	100000	724	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	12390	17900	11020	11020	12390	12550	13800	14430	16310	18820	500	300	150	30	20	2000	3270
3276	Long Kiªm Biªn D¸	327	75	9	1	0	100	10	737	300000	-1	-1	710	900000	658	250000	668	100000	724	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	12890	18620	11460	11460	12890	12550	13800	14430	16310	18820	500	300	150	30	20	2000	3270
3279	Long Kiªm Bäo Bäo	327	75	9	0	1	100	10	737	300000	-1	-1	710	900000	658	250000	668	100000	724	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	9910	14320	8810	8810	9910	12550	13800	14430	16310	18820	500	300	150	30	20	2000	3270
3280	Bác Mã Trß·ng Thành	328	75	9	0	0	100	10	694	300000	-1	-1	706	900000	732	250000	716	100000	726	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	14320	12120	7710	9910	7710	12550	13800	14430	16310	18820	10	20	800	20	150	2000	3280
3281	Bác Mã Biªn D¸	328	75	9	1	0	100	10	694	300000	-1	-1	706	900000	732	250000	716	100000	726	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	15040	12720	8090	10410	8090	12550	13800	14430	16310	18820	10	20	800	20	150	2000	3280
3282	Bác Mã Biªn D¸	328	75	9	1	0	100	10	694	300000	-1	-1	706	900000	732	250000	716	100000	726	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	15750	13330	8480	10900	8480	12550	13800	14430	16310	18820	10	20	800	20	150	2000	3280
3283	Bác Mã Biªn D¸	328	75	9	1	0	100	10	694	300000	-1	-1	706	900000	732	250000	716	100000	726	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	16470	13940	8870	11400	8870	12550	13800	14430	16310	18820	10	20	800	20	150	2000	3280
3284	Bác Mã Biªn D¸	328	75	9	1	0	100	10	694	300000	-1	-1	706	900000	732	250000	716	100000	726	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	17190	14540	9250	11900	9250	12550	13800	14430	16310	18820	10	20	800	20	150	2000	3280
3285	Bác Mã Biªn D¸	328	75	9	1	0	100	10	694	300000	-1	-1	706	900000	732	250000	716	100000	726	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	17900	15150	9640	12390	9640	12550	13800	14430	16310	18820	10	20	800	20	150	2000	3280
3286	Bác Mã Biªn D¸	328	75	9	1	0	100	10	694	300000	-1	-1	706	900000	732	250000	716	100000	726	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	18620	15750	10020	12890	10020	12550	13800	14430	16310	18820	10	20	800	20	150	2000	3280
3289	Bác Mã Bäo Bäo	328	75	9	0	1	100	10	694	300000	-1	-1	706	900000	732	250000	716	100000	726	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	14320	12120	7710	9910	7710	12550	13800	14430	16310	18820	10	20	800	20	150	2000	3280
3290	S° Phøng Trß·ng Thành	329	85	9	0	0	11	10	736	300000	-1	-1	653	900000	703	250000	660	100000	714	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	7990	9130	14840	9130	12560	13570	14920	15600	17640	20350	500	300	100	50	50	2000	3290
3291	S° Phøng Biªn D¸	329	85	9	1	0	11	10	736	300000	-1	-1	653	900000	703	250000	660	100000	714	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	8330	9520	15480	9520	13100	13570	14920	15600	17640	20350	500	300	100	50	50	2000	3290
3292	S° Phøng Biªn D¸	329	85	9	1	0	11	10	736	300000	-1	-1	653	900000	703	250000	660	100000	714	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	8670	9910	16110	9910	13630	13570	14920	15600	17640	20350	500	300	100	50	50	2000	3290
3293	S° Phøng Biªn D¸	329	85	9	1	0	11	10	736	300000	-1	-1	653	900000	703	250000	660	100000	714	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	9020	10310	16750	10310	14170	13570	14920	15600	17640	20350	500	300	100	50	50	2000	3290
3294	S° Phøng Biªn D¸	329	85	9	1	0	11	10	736	300000	-1	-1	653	900000	703	250000	660	100000	714	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	9360	10700	17390	10700	14710	13570	14920	15600	17640	20350	500	300	100	50	50	2000	3290
3295	S° Phøng Biªn D¸	329	85	9	1	0	11	10	736	300000	-1	-1	653	900000	703	250000	660	100000	714	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	9700	11090	18020	11090	15250	13570	14920	15600	17640	20350	500	300	100	50	50	2000	3290
3296	S° Phøng Biªn D¸	329	85	9	1	0	11	10	736	300000	-1	-1	653	900000	703	250000	660	100000	714	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	10040	11480	18660	11480	15790	13570	14920	15600	17640	20350	500	300	100	50	50	2000	3290
3297	S° Phøng Biªn D¸	329	85	9	1	0	11	10	736	300000	-1	-1	653	900000	703	250000	660	100000	714	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	10390	11870	19290	11870	16330	13570	14920	15600	17640	20350	500	300	100	50	50	2000	3290
3299	S° Phøng Bäo Bäo	329	85	9	0	1	11	10	736	300000	-1	-1	653	900000	703	250000	660	100000	714	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	7990	9130	14840	9130	12560	13570	14920	15600	17640	20350	500	300	100	50	50	2000	3290
3300	Niên Thú Trß·ng Thành	330	85	9	0	0	1000	10	694	300000	-1	-1	659	900000	722	250000	732	100000	716	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	14840	12560	7990	10270	7990	13570	14920	15600	17640	20350	50	50	100	300	500	2000	3300
3301	Niên Thú Biªn D¸	330	85	9	1	0	1000	10	694	300000	-1	-1	659	900000	722	250000	732	100000	716	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	15480	13100	8330	10710	8330	13570	14920	15600	17640	20350	50	50	100	300	500	2000	3300
3302	Niên Thú Biªn D¸	330	85	9	1	0	1000	10	694	300000	-1	-1	659	900000	722	250000	732	100000	716	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	16110	13630	8670	11150	8670	13570	14920	15600	17640	20350	50	50	100	300	500	2000	3300
3303	Niên Thú Biªn D¸	330	85	9	1	0	1000	10	694	300000	-1	-1	659	900000	722	250000	732	100000	716	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	16750	14170	9020	11590	9020	13570	14920	15600	17640	20350	50	50	100	300	500	2000	3300
3304	Niên Thú Biªn D¸	330	85	9	1	0	1000	10	694	300000	-1	-1	659	900000	722	250000	732	100000	716	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	17390	14710	9360	12030	9360	13570	14920	15600	17640	20350	50	50	100	300	500	2000	3300
3305	Niên Thú Biªn D¸	330	85	9	1	0	1000	10	694	300000	-1	-1	659	900000	722	250000	732	100000	716	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	18020	15250	9700	12480	9700	13570	14920	15600	17640	20350	50	50	100	300	500	2000	3300
3306	Niên Thú Biªn D¸	330	85	9	1	0	1000	10	694	300000	-1	-1	659	900000	722	250000	732	100000	716	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	18660	15790	10040	12920	10040	13570	14920	15600	17640	20350	50	50	100	300	500	2000	3300
3307	Niên Thú Biªn D¸	330	85	9	1	0	1000	10	694	300000	-1	-1	659	900000	722	250000	732	100000	716	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	19290	16330	10390	13360	10390	13570	14920	15600	17640	20350	50	50	100	300	500	2000	3300
3309	Niên Thú Bäo Bäo	330	85	9	0	1	1000	10	694	300000	-1	-1	659	900000	722	250000	732	100000	716	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	14840	12560	7990	10270	7990	13570	14920	15600	17640	20350	50	50	100	300	500	2000	3300
3310	Long Quy Trß·ng Thành	331	85	9	0	0	1000	10	688	300000	-1	-1	718	900000	656	250000	732	100000	710	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	12270	16840	11130	11130	12270	13570	14920	15600	17640	20350	250	100	300	100	250	2000	3310
3311	Long Quy Biªn D¸	331	85	9	1	0	1000	10	688	300000	-1	-1	718	900000	656	250000	732	100000	710	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	12710	17480	11520	11520	12710	13570	14920	15600	17640	20350	250	100	300	100	250	2000	3310
3312	Long Quy Biªn D¸	331	85	9	1	0	1000	10	688	300000	-1	-1	718	900000	656	250000	732	100000	710	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	13150	18110	11910	11910	13150	13570	14920	15600	17640	20350	250	100	300	100	250	2000	3310
3313	Long Quy Biªn D¸	331	85	9	1	0	1000	10	688	300000	-1	-1	718	900000	656	250000	732	100000	710	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	13590	18750	12310	12310	13590	13570	14920	15600	17640	20350	250	100	300	100	250	2000	3310
3314	Long Quy Biªn D¸	331	85	9	1	0	1000	10	688	300000	-1	-1	718	900000	656	250000	732	100000	710	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	14030	19390	12700	12700	14030	13570	14920	15600	17640	20350	250	100	300	100	250	2000	3310
