INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
273	3244	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
274	3245	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
275	3245	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
276	3245	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
277	3249	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
278	3249	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
279	3249	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
280	3251	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
281	3251	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
282	3251	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
283	3252	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
284	3252	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
285	3252	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
286	3253	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
287	3253	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
288	3253	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
289	3254	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
290	3254	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
291	3254	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
292	3255	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
293	3255	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
294	3255	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
295	3256	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
296	3256	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
297	3256	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
298	3259	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
299	3259	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
300	3259	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
301	3261	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
302	3261	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
303	3261	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
304	3262	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
305	3262	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
306	3262	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
307	3263	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
308	3263	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
309	3263	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
310	3264	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
311	3264	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
312	3264	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
313	3265	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
314	3265	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
315	3265	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
316	3266	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
317	3266	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
318	3266	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
319	3269	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
320	3269	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
321	3269	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
322	3271	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
323	3271	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
324	3271	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
325	3272	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
326	3272	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
327	3272	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
328	3273	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
329	3273	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
330	3273	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
331	3274	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
332	3274	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
333	3274	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
334	3275	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
335	3275	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
336	3275	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
337	3276	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
338	3276	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
339	3276	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
340	3279	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
341	3279	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
342	3279	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
343	3281	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
344	3281	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
345	3281	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
346	3282	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
347	3282	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
348	3282	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
349	3283	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
350	3283	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
351	3283	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
352	3284	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
353	3284	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
354	3284	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
355	3285	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
356	3285	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
357	3285	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
358	3286	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
359	3286	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
360	3286	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
361	3289	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
362	3289	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
363	3289	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
364	3291	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
365	3291	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
366	3291	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
367	3292	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
368	3292	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
369	3292	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
370	3293	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
371	3293	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
372	3293	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
373	3294	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
374	3294	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
375	3294	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
376	3295	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
377	3295	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
378	3295	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
379	3296	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
380	3296	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
381	3296	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
382	3297	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
383	3297	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
384	3297	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
385	3299	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
386	3299	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
387	3299	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
388	3301	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
389	3301	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
390	3301	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
391	3302	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
392	3302	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
393	3302	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
394	3303	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
395	3303	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
396	3303	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
397	3304	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
398	3304	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
399	3304	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
400	3305	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
401	3305	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
402	3305	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
403	3306	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
404	3306	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
405	3306	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
406	3307	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
407	3307	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
408	3307	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
409	3309	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
410	3309	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
411	3309	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
412	3311	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
413	3311	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
414	3311	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
415	3312	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
416	3312	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
417	3312	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
418	3313	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
419	3313	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
420	3313	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
421	3314	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
422	3314	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
423	3314	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
424	3315	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
425	3315	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
426	3315	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
427	3316	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
428	3316	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
429	3316	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
430	3317	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
431	3317	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
432	3317	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
433	3319	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
434	3319	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
435	3319	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
436	3321	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
437	3321	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
438	3321	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
439	3322	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
440	3322	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
441	3322	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
442	3323	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
443	3323	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
444	3323	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
445	3324	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
446	3324	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
447	3324	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
448	3325	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
449	3325	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
450	3325	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
451	3326	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
452	3326	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
453	3326	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
454	3327	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
455	3327	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
456	3327	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
457	3329	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
458	3329	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
459	3329	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
460	3331	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
461	3331	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
462	3331	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
463	3332	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
464	3332	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
465	3332	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
466	3333	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
467	3333	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
468	3333	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
469	3334	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
470	3334	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
471	3334	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
472	3335	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
473	3335	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
474	3335	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
475	3336	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
476	3336	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
477	3336	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
478	3337	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
479	3337	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
480	3337	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
481	3338	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
482	3338	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
483	3338	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
484	3339	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
485	3339	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
486	3339	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
487	3341	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
488	3341	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
489	3341	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
490	3342	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
491	3342	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
492	3342	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
493	3343	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
494	3343	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
495	3343	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
496	3344	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
497	3344	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
498	3344	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
499	3345	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
500	3345	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
501	3345	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
502	3346	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
503	3346	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
504	3346	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
505	3347	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
506	3347	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
507	3347	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
508	3348	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
509	3348	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
510	3348	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
511	3349	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
512	3349	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
513	3349	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
514	3351	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
515	3351	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
516	3351	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
517	3352	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
518	3352	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
519	3352	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
520	3359	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
521	3359	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
522	3359	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
523	3361	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
524	3361	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
525	3361	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
526	3362	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
527	3362	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
528	3362	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
529	3369	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
530	3369	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
531	3369	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
532	3371	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
533	3371	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
534	3371	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
535	3372	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
536	3372	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
537	3372	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
538	3379	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
539	3379	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
540	3379	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
541	3381	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
542	3381	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
543	3381	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
544	3382	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
545	3382	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
546	3382	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
